0,0,145,-33,88,176,1538.1,-292.56
2,0,146,-34,90,180,1541.6,-223.54
3,0,145,-33,88,176,1538.1,-292.56
7,0,144,-33,89,177,1533.8,-257.39
10,0,144,-33,89,177,1533.8,-257.39
13,0,145,-33,88,176,1538.1,-292.56
15,0,146,-34,90,180,1541.6,-223.54
17,0,145,-33,88,176,1538.1,-292.56
20,0,146,-32,86,172,1542.8,-363.67
21,0,145,-33,88,176,1538.1,-292.56
22,0,146,-34,90,180,1541.6,-223.54
23,0,147,-30,80,160,1554.1,-662.7
24,0,147,-30,80,160,1554.1,-662.7
25,0,146,-34,90,180,1541.6,-223.54
27,0,146,-34,90,180,1541.6,-223.54
28,0,146,-32,86,172,1542.8,-363.67
29,0,146,-32,86,172,1542.8,-363.67
30,0,144,-33,89,177,1533.8,-257.39
31,0,145,-33,88,176,1538.1,-292.56
32,0,145,-33,88,176,1538.1,-292.56
33,0,145,-33,88,176,1538.1,-292.56
34,0,146,-32,86,172,1542.8,-363.67
36,0,145,-33,88,176,1538.1,-292.56
37,0,146,-32,86,172,1542.8,-363.67
38,0,145,-33,88,176,1538.1,-292.56
38,1,79,22,65,130,1188.1,1413.5
39,0,144,-32,86,172,1534.5,-362.99
39,1,79,19,66,132,1191.3,1333
40,1,79,24,65,130,1186.5,1491.6
41,0,146,-34,90,180,1541.6,-223.54
41,1,78,20,67,134,1188.1,1413.5
42,0,145,-33,88,176,1538.1,-292.56
42,1,79,19,66,133,1190.9,1353.3
43,0,146,-34,90,180,1541.6,-223.54
43,1,79,19,66,133,1190.9,1353.3
44,0,145,-33,88,176,1538.1,-292.56
44,1,79,11,68,136,1199.9,1075.6
45,0,145,-33,88,176,1538.1,-292.56
45,1,80,10,68,136,1204.1,1030.1
46,0,145,-33,88,176,1538.1,-292.56
46,1,81,19,69,137,1199.9,1432.7
47,1,82,13,68,136,1207.6,1163.6
48,1,81,15,71,142,1204.3,1372.9
49,1,81,15,71,142,1204.3,1372.9
50,1,82,17,69,138,1204.3,1372.9
51,0,144,-33,89,177,1533.8,-257.39
51,1,82,16,71,141,1206.9,1392.8
52,1,83,19,69,138,1205.5,1452.1
53,1,86,19,67,133,1214,1352.3
54,0,144,-33,89,177,1533.8,-257.39
54,1,85,16,68,136,1214,1290.8
55,1,85,13,69,137,1218.2,1184.8
56,0,145,-33,88,176,1538.1,-292.56
57,0,146,-34,90,180,1541.6,-223.54
57,1,87,4,70,141,1234.7,863.78
58,1,86,2,74,148,1236.2,935.48
59,1,86,2,74,148,1236.2,935.48
60,1,88,10,72,144,1232,1205.6
61,0,146,-32,86,172,1542.8,-363.67
61,1,88,6,72,144,1236.9,1028.4
62,1,88,3,74,147,1242.2,958.69
63,0,144,-33,89,177,1533.8,-257.39
63,1,87,2,75,150,1239.9,982.15
64,0,144,-33,89,177,1533.8,-257.39
64,1,87,2,75,150,1239.9,982.15
65,1,88,-1,75,150,1247.3,838.75
66,0,146,-32,86,172,1542.8,-363.67
66,1,90,11,71,142,1236.8,1205.4
