 2,0,150,-32,86,172
 5,0,150,-32,86,172
 10,0,150,-32,86,172
 68,0,154,14,66,132
 69,0,154,14,66,132
 77,0,139,-32,86,172
 78,0,154,14,66,132
 81,0,154,14,66,132
 146,1,30,60,69,138
 148,1,33,63,66,132
 149,1,33,63,66,132
 150,1,33,58,73,145
 151,1,35,60,70,140
 152,1,34,57,74,148
 153,1,34,57,76,152
 154,1,34,56,77,153
 155,1,37,57,74,148
 156,1,35,54,79,157
 157,1,37,54,76,153
 158,1,37,53,80,159
 159,1,39,53,79,157
 160,1,39,52,80,159
 161,1,40,52,78,156
 162,1,40,51,80,159
 163,1,43,52,79,157
 164,1,44,53,79,158
 165,1,44,51,80,160
 166,1,45,52,80,160
 167,1,45,51,82,164
 168,1,45,50,83,166
 169,1,46,51,82,163
 170,1,49,51,81,161
 171,1,49,48,81,163
 172,1,51,49,81,161
 173,1,53,51,78,155
 174,1,54,50,79,157
 175,1,55,51,78,155
 176,1,57,49,77,154
 177,1,58,52,74,148
 178,1,56,49,78,156
 179,1,56,49,78,156
 180,1,58,54,76,152
 181,1,58,54,76,151
 182,0,150,-32,86,172
 182,1,58,53,76,152
 183,1,58,49,78,156
 184,1,61,51,76,152
 185,1,64,50,73,145
 186,1,63,51,73,145
 187,1,61,49,75,151
 188,1,45,-14,109,219
 189,1,45,-14,109,219
 190,1,63,49,75,149
 191,1,59,36,81,162
 192,0,150,-32,86,172
 192,1,60,38,80,160
 193,1,59,38,81,162
 194,1,63,42,77,153
 195,1,62,38,79,157
 196,0,150,-32,86,172
 196,1,64,50,75,149
 197,1,62,40,79,157
 198,1,64,48,76,152
 199,1,63,42,77,155
 200,1,64,44,78,155
 201,1,64,42,78,155
 202,1,65,43,78,155
 203,1,63,36,80,159
 204,1,66,43,75,150
 205,1,67,47,74,148
 206,1,66,42,76,151
 207,1,64,39,79,157
 208,1,64,42,78,155
 209,1,65,45,75,149
 210,1,64,42,76,152
 211,1,64,43,76,151
 212,1,61,34,80,160
 213,1,61,33,78,157
 214,1,62,34,77,155
 215,1,62,34,78,155
 216,1,62,32,78,156
 217,1,61,29,80,161
 218,0,150,-32,86,172
 218,1,65,41,72,145
 219,1,65,41,73,145
 220,1,64,36,75,150
 221,0,150,-32,86,172
 221,1,67,46,70,139
 222,1,67,46,70,139
 223,1,66,43,71,141
 224,1,67,46,70,139
 225,0,150,-32,86,172
 225,1,67,46,70,139
 226,1,67,45,71,141
 227,1,67,46,70,139
 228,1,67,44,70,140
 229,1,67,44,70,139
 230,1,67,44,70,139
 231,1,67,43,70,139
 232,1,67,43,70,139
 233,1,66,42,70,140
 234,1,66,43,70,140
 235,1,67,43,70,139
 236,1,67,44,70,139
 237,1,67,43,70,139
 237,2,119,-5,65,130
 238,1,66,42,70,140
 239,1,67,43,70,139
 240,1,67,43,70,139
 241,1,66,43,69,138
 242,1,67,43,67,134
 243,1,66,42,69,138
 244,1,67,42,69,138
 244,2,119,-11,65,130
 245,1,66,42,68,137
 246,1,67,41,70,139
 247,1,67,42,70,139
 248,1,68,41,68,136
 249,1,68,41,68,136
 249,2,116,-13,69,138
 250,1,66,42,71,142
 250,2,115,-18,70,139
 251,1,67,41,70,139
 252,1,68,41,68,136
 253,0,150,-32,86,172
 253,1,69,42,68,136
 253,2,110,-21,72,144
 254,1,69,41,68,136
 255,1,69,41,68,136
 256,0,150,-32,86,172
 256,1,69,39,67,133
 257,1,68,38,68,136
 258,1,69,38,68,135
 259,1,69,37,67,134
 260,1,69,39,67,133
 261,1,69,37,67,134
 262,1,68,39,66,133
 263,1,66,41,69,138
 264,1,67,37,69,138
 265,1,66,39,69,138
 266,1,66,38,68,136
 267,1,66,38,68,136
 268,1,66,38,68,136
 269,1,66,38,68,136
 270,1,67,37,67,134
 271,1,67,37,67,134
 272,1,67,37,67,134
 273,1,67,37,67,134
 274,1,66,38,68,136
 275,1,66,38,68,136
 276,1,67,37,67,134
 277,1,66,38,68,136
 278,0,146,-32,86,172
 278,1,68,38,68,136
 279,1,68,37,68,135
 280,1,68,37,68,135
 281,1,67,35,70,141
 282,1,68,36,70,139
 283,1,68,36,70,139
 284,1,69,37,68,136
 285,1,67,36,70,140
 286,1,69,36,68,136
 287,1,68,36,68,136
 288,0,146,-34,90,180
 288,1,69,36,68,136
 289,0,146,-34,90,180
 289,1,68,36,68,137
 290,1,69,36,68,136
 291,1,69,36,68,136
 292,1,69,36,68,136
 293,1,69,36,68,136
 294,1,68,36,68,137
 295,1,68,36,68,137
 296,1,68,36,68,137
 297,1,69,36,68,136
 298,1,67,33,71,142
 299,1,70,35,66,133
 300,1,70,35,66,133
 301,1,70,35,66,133
 302,1,70,35,66,133
 303,1,69,34,68,136
 304,1,70,35,66,133
 305,1,70,35,66,133
 306,1,70,35,66,133
 307,1,70,35,66,133
 308,1,71,34,68,137
 309,1,72,35,67,133
 310,1,70,34,68,136
 311,1,70,34,68,136
 313,1,72,34,67,134
 314,1,72,33,66,132
 315,1,72,33,66,132
 318,1,70,35,66,133
 319,1,72,35,67,133
 322,1,68,31,68,137
 323,1,68,31,68,137
 324,1,68,31,68,137
 325,1,69,30,69,138
 326,1,69,30,69,138
 327,1,69,26,69,138
 328,1,69,22,71,141
 329,1,68,31,68,137
 330,1,69,30,69,138
 332,1,71,31,68,137
 333,1,72,20,70,140
 334,1,72,20,70,140
 335,1,71,26,69,138
 336,1,73,31,67,134
 339,1,70,17,71,142
 340,1,70,17,71,142
 342,1,72,15,70,140
 344,1,72,15,70,140
 345,1,72,25,66,132
 346,1,72,19,68,136
 347,1,72,25,66,132
 350,1,71,15,70,139
 353,1,72,18,68,134
 354,1,71,15,70,139
 355,1,72,27,66,132
 356,1,72,18,68,134
 357,1,72,16,67,133
 362,0,146,-32,86,172
 363,1,72,27,66,132
 364,1,72,27,66,132
 365,1,72,14,68,134
 366,1,72,16,64,128
 367,1,72,15,67,133
 368,1,72,18,67,133
 369,1,72,18,67,133
 372,1,72,27,66,132
 373,1,72,16,66,131
 374,0,148,-33,88,176
 374,1,71,13,67,134
 375,0,148,-33,88,176
 375,1,71,13,67,134
 376,0,146,-34,90,180
 376,1,71,15,66,132
 377,1,70,12,67,134
 379,1,71,10,66,132
 380,1,71,10,66,132
 381,1,70,15,65,130
 382,1,70,10,66,133
 383,1,72,11,66,132
 384,1,72,12,66,131
 385,1,72,12,66,131
 386,1,72,11,66,132
 387,1,72,16,64,128
 389,1,72,12,66,131
 390,0,148,-33,88,176
 390,1,72,12,66,131
 391,1,72,11,66,132
 392,1,73,8,66,133
 393,1,72,12,66,131
 396,0,146,-34,90,180
 398,1,72,13,66,132
 402,0,144,-33,89,177
 405,0,145,-33,88,176
 405,1,72,13,64,128
 406,1,72,13,64,128
 407,0,146,-32,86,172
 407,1,72,13,64,128
 408,1,72,10,66,131
 409,1,72,10,66,131
 410,1,72,10,66,131
 411,1,73,0,67,134
 412,0,146,-32,86,172
 412,1,73,0,67,134
 413,1,72,-2,68,136
 416,0,146,-32,86,172
 416,1,73,0,67,134
 417,0,146,-32,86,172
 417,1,72,10,66,131
 418,1,72,13,64,128
 419,0,148,-33,88,176
 419,1,73,0,67,134
 420,0,146,-34,90,180
 420,1,73,5,65,130
 423,0,145,-33,88,176
 424,0,145,-33,88,176
 425,0,145,-33,88,176
 427,0,150,-32,86,172
 429,0,146,-34,90,180
 429,1,72,-2,68,136
 430,0,146,-34,90,180
 430,1,72,-2,68,136
 431,1,72,2,66,132
 432,0,145,-33,88,175
 432,1,72,2,66,132
 433,0,146,-32,86,172
 433,1,72,2,66,132
 435,0,145,-33,88,176
 435,1,72,2,66,132
 436,0,144,-33,89,177
 436,1,72,2,66,132
 437,0,144,-33,89,177
 438,0,145,-33,88,176
 438,1,70,-2,68,136
 439,0,145,-33,88,176
 440,0,145,-33,88,176
 441,0,145,-33,88,176
 442,0,146,-32,86,172
 446,0,144,-33,89,177
 448,0,146,-32,86,172
 453,0,146,-34,90,180
