 0,0,154,-21,70,141,189,49.5
 2,0,155,-21,72,144,191,51
 3,0,154,-21,70,141,189,49.5
 7,0,153,-21,71,142,188.5,50
 10,0,153,-21,71,142,188.5,50
 13,0,154,-21,70,141,189,49.5
 15,0,155,-21,72,144,191,51
 17,0,154,-21,70,141,189,49.5
 20,0,155,-20,69,138,189.5,49
 21,0,154,-21,70,141,189,49.5
 22,0,155,-21,72,144,191,51
 23,0,155,-19,64,128,187,45
 24,0,155,-19,64,128,187,45
 25,0,155,-21,72,144,191,51
 27,0,155,-21,72,144,191,51
 28,0,155,-20,69,138,189.5,49
 29,0,155,-20,69,138,189.5,49
 30,0,153,-21,71,142,188.5,50
 31,0,154,-21,70,141,189,49.5
 32,0,154,-21,70,141,189,49.5
 33,0,154,-21,70,141,189,49.5
 34,0,155,-20,69,138,189.5,49
 36,0,154,-21,70,141,189,49.5
 37,0,155,-20,69,138,189.5,49
 38,0,154,-21,70,141,189,49.5
 38,1,85,31,52,104,111,83
 39,0,153,-20,69,138,187.5,49
 39,1,86,28,53,106,112.5,81
 40,1,85,33,52,104,111,85
 41,0,155,-21,72,144,191,51
 41,1,85,29,54,107,112,82.5
 42,0,154,-21,70,141,189,49.5
 42,1,86,28,53,106,112.5,81
 43,0,155,-21,72,144,191,51
 43,1,86,28,53,106,112.5,81
 44,0,154,-21,70,141,189,49.5
 44,1,86,21,54,109,113,75.5
 45,0,154,-21,70,141,189,49.5
 45,1,87,20,54,109,114,74.5
 46,0,154,-21,70,141,189,49.5
 46,1,88,29,55,110,115.5,84
 47,1,89,23,54,109,116,77.5
 48,1,88,25,57,114,116.5,82
 49,1,88,25,57,114,116.5,82
 50,1,89,27,55,110,116.5,82
 51,0,153,-21,71,142,188.5,50
 51,1,89,26,57,113,117.5,82.5
 52,1,90,29,55,110,117.5,84
 53,1,93,28,54,106,120,81
 54,0,153,-21,71,142,188.5,50
 54,1,92,26,54,109,119,80.5
 55,1,92,23,55,110,119.5,78
 56,0,154,-21,70,141,189,49.5
 57,0,155,-21,72,144,191,51
 57,1,94,14,56,113,122,70.5
 58,1,93,12,59,118,122.5,71
 59,1,93,12,59,118,122.5,71
 60,1,95,20,58,115,124,77.5
 61,0,155,-20,69,138,189.5,49
 61,1,95,16,58,115,124,73.5
 62,1,95,13,59,118,124.5,72
 63,0,153,-21,71,142,188.5,50
 63,1,95,13,60,120,125,73
 64,0,153,-21,71,142,188.5,50
 64,1,95,13,60,120,125,73
 65,1,96,10,60,120,126,70
 66,0,155,-20,69,138,189.5,49
 66,1,97,21,57,114,125.5,78
 67,1,97,18,58,114,126,75
 68,1,97,12,59,118,126.5,71
 69,1,97,12,59,118,126.5,71
 70,0,155,-21,72,144,191,51
 70,1,97,8,62,123,128,69.5
 71,0,156,-21,70,138,191,48
 71,1,97,12,58,118,126,71
 72,0,154,-21,70,141,189,49.5
 73,0,153,-21,71,142,188.5,50
 74,1,95,-7,68,136,129,61
 75,0,154,-21,70,141,189,49.5
 75,1,99,1,62,125,130,63.5
 76,0,154,-21,70,141,189,49.5
 76,1,96,-2,66,133,129,64.5
 77,1,96,10,59,119,125.5,69.5
 78,0,154,-21,70,141,189,49.5
 79,0,154,-21,70,141,189,49.5
 80,0,156,-21,70,138,191,48
 81,0,155,-21,72,144,191,51
 82,1,97,-7,67,134,130.5,60
 83,0,155,-21,72,144,191,51
 83,1,95,-7,68,136,129,61
 86,0,155,-21,72,144,191,51
 86,1,97,-7,67,134,130.5,60
 87,0,155,-21,72,144,191,51
 88,0,154,-21,70,141,189,49.5
 89,0,154,-21,70,141,189,49.5
 90,0,155,-21,72,144,191,51
 91,0,154,-21,70,141,189,49.5
 91,1,93,-14,74,146,130,59
 92,0,155,-21,72,144,191,51
 94,0,155,-21,72,144,191,51
 95,0,155,-21,72,144,191,51
 96,0,155,-21,72,144,191,51
 97,0,153,-21,71,142,188.5,50
 98,1,92,-19,76,152,130,57
 99,1,92,-19,76,152,130,57
 100,2,47,67,58,114,76,124
 101,0,155,-21,72,144,191,51
 101,2,49,69,56,111,77,124.5
 102,0,155,-21,72,144,191,51
 102,2,51,68,57,114,79.5,125
 103,0,155,-21,72,144,191,51
 104,0,155,-21,72,144,191,51
 108,0,154,-21,70,141,189,49.5
 109,0,154,-21,70,141,189,49.5
 110,2,65,58,59,118,94.5,117
 111,0,154,-21,70,141,189,49.5
 111,2,48,6,89,178,92.5,95
 112,0,155,-21,72,144,191,51
 112,2,70,69,55,110,97.5,124
 113,0,154,-21,70,141,189,49.5
 113,2,71,70,55,110,98.5,125
 114,0,154,-21,70,141,189,49.5
 114,2,71,70,55,110,98.5,125
 115,0,153,-21,71,142,188.5,50
 115,3,63,11,86,173,106,97.5
 116,0,154,-21,70,141,189,49.5
 116,2,72,43,69,138,106.5,112
 117,0,155,-21,72,144,191,51
 117,2,77,50,66,133,110,116.5
 118,0,155,-21,72,144,191,51
 118,2,81,53,65,129,113.5,117.5
 119,0,155,-21,72,144,191,51
 119,2,81,53,65,129,113.5,117.5
 120,2,85,56,62,123,116,117.5
 121,2,87,56,62,122,118,117
 122,0,154,-21,70,141,189,49.5
 122,2,88,53,62,123,119,114.5
 123,0,155,-21,72,144,191,51
 123,2,89,52,62,124,120,114
 124,0,155,-21,72,144,191,51
 124,2,89,52,62,124,120,114
 125,0,154,-21,70,141,189,49.5
 125,2,89,45,66,131,122,110.5
 126,0,155,-21,72,144,191,51
 126,2,92,50,62,125,123,112.5
 127,2,91,43,67,134,124.5,110
 128,0,155,-21,72,144,191,51
 128,2,91,39,70,138,126,108
 129,0,153,-21,71,142,188.5,50
 129,2,92,40,70,138,127,109
 130,2,93,42,69,137,127.5,110.5
 131,0,155,-21,72,144,191,51
 131,2,94,42,69,138,128.5,111
 132,2,98,48,66,134,131,115
 133,2,99,46,69,137,133.5,114.5
 134,2,99,46,69,137,133.5,114.5
 135,2,104,54,62,122,135,115
 136,0,155,-20,69,138,189.5,49
 136,2,108,63,57,113,136.5,119.5
 137,2,103,47,66,130,136,112
 138,2,107,53,59,118,136.5,112
 139,2,107,53,59,118,136.5,112
 140,2,109,56,62,122,140,117
 141,0,155,-20,69,138,189.5,49
 141,2,108,50,64,127,140,113.5
 142,2,106,44,68,136,140,112
 143,2,106,40,70,139,141,109.5
 144,2,106,40,70,139,141,109.5
 145,2,108,41,70,139,143,110.5
 146,2,111,49,66,133,144,115.5
 147,2,114,50,63,127,145.5,113.5
 148,2,113,49,67,134,146.5,116
 149,0,155,-20,69,138,189.5,49
 149,2,115,51,65,130,147.5,116
 150,2,117,50,66,131,150,115.5
 151,2,119,52,64,128,151,116
 152,2,120,51,62,126,151,114
 153,2,122,53,61,122,152.5,114
 154,2,122,53,61,122,152.5,114
 155,2,124,54,59,118,153.5,113
 156,2,125,55,59,118,154.5,114
 157,2,126,53,61,121,156.5,113.5
 158,2,126,56,58,116,155,114
 159,2,127,56,58,116,156,114
 160,2,128,53,58,116,157,111
 161,2,128,53,58,116,157,111
 162,2,129,57,58,114,158,114
 163,2,129,56,57,114,157.5,113
 164,2,129,55,58,117,158,113.5
 165,2,129,53,59,118,158.5,112
 166,2,131,57,58,114,160,114
 167,2,131,55,59,118,160.5,114
 168,2,132,49,61,122,162.5,110
 169,2,132,49,61,122,162.5,110
 170,2,132,45,63,127,163.5,108.5
 171,2,133,44,62,125,164,106.5
 172,2,135,46,61,122,165.5,107
 172,4,111,4,55,110,138.5,59
 173,2,134,45,63,126,165.5,108
 173,4,111,-3,59,118,140.5,56
 174,2,135,38,66,131,168,103.5
 174,4,116,6,54,107,143,59.5
 175,2,135,38,67,134,168.5,105
 175,4,113,4,56,111,141,59.5
 176,2,137,37,66,131,170,102.5
 176,4,111,-3,59,118,140.5,56
 177,2,138,36,67,134,171.5,103
 177,4,116,6,54,107,143,59.5
 178,2,141,43,62,125,172,105.5
 178,4,111,-2,58,117,140,56.5
 179,2,141,43,62,125,172,105.5
 179,4,111,-2,58,117,140,56.5
 180,2,143,44,62,122,174,105
 181,2,144,40,62,125,175,102.5
 182,2,145,41,62,122,176,102
 182,4,104,-16,66,132,137,50
 183,2,147,44,60,120,177,104
 184,2,147,44,60,120,177,104
 185,2,148,44,61,122,178.5,105
 186,2,150,45,58,117,179,103.5
 187,2,150,45,59,118,179.5,104
 188,2,153,46,58,116,182,104
 189,2,153,46,58,116,182,104
 190,2,153,40,62,124,184,102
 191,2,154,44,59,118,183.5,103
 191,4,107,-21,70,140,142,49
 191,5,92,10,57,113,120.5,66.5
 192,2,156,49,57,113,184.5,105.5
 192,5,92,10,57,113,120.5,66.5
 193,2,157,51,55,111,184.5,106.5
 193,4,97,-2,61,122,127.5,59
 194,2,157,51,55,111,184.5,106.5
 194,4,97,-2,61,122,127.5,59
 195,2,161,52,55,110,188.5,107
 196,2,165,52,54,107,192,105.5
 197,2,166,54,54,107,193,107.5
 197,4,91,10,57,113,119.5,66.5
 197,6,107,-21,70,140,142,49
 198,2,166,51,56,111,194,106.5
 199,2,166,51,56,111,194,106.5
 200,2,167,51,55,110,194.5,106
 200,4,92,10,57,113,120.5,66.5
 200,6,107,-21,70,140,142,49
 201,2,167,50,56,113,195,106.5
 201,4,93,17,54,107,120,70.5
 201,6,107,-21,70,140,142,49
 202,2,168,55,54,110,195,110
 202,6,107,-21,70,140,142,49
 203,2,171,55,54,108,198,109
 203,4,93,16,54,109,120,70.5
 203,6,107,-21,70,140,142,49
 204,2,173,54,54,107,200,107.5
 204,6,107,-21,70,140,142,49
 205,2,177,55,54,106,204,108
 205,6,107,-21,70,140,142,49
 206,2,178,51,54,108,205,105
 206,6,107,-21,70,140,142,49
 207,2,179,53,53,106,205.5,106
 207,6,107,-21,70,140,142,49
 208,2,181,52,53,105,207.5,104.5
 208,6,107,-21,70,140,142,49
 209,2,181,52,54,106,208,105
 209,4,93,20,54,108,120,74
 209,6,107,-21,70,140,142,49
 210,2,183,53,53,106,209.5,106
 210,6,106,-14,67,134,139.5,53
 211,2,185,52,54,109,212,106.5
 211,6,108,-16,68,135,142,51.5
 212,2,187,52,54,107,214,105.5
 212,4,98,-8,66,131,131,57.5
 213,2,188,54,54,109,215,108.5
 214,2,188,52,55,110,215.5,107
 214,4,100,-12,69,137,134.5,56.5
 215,2,190,52,54,110,217,107
 215,4,98,-7,67,134,131.5,60
 216,2,190,52,54,109,217,106.5
 217,2,176,-12,86,173,219,74.5
 218,2,192,51,54,108,219,105
 219,2,196,53,54,107,223,106.5
 220,2,197,54,54,107,224,107.5
