0,0,-35,39,70,140,1342.5,4378.2
1,0,-35,36,70,139,1311.3,4392
2,0,-35,32,70,139,1278.7,4406.4
3,0,-34,36,69,137,1295.2,4397.7
4,0,-36,30,72,144,1303.3,4395.5
5,0,-36,31,72,143,1303.3,4395.5
5,1,-68,34,136,272,1901.1,4131.1
6,0,-35,36,70,139,1311.3,4392
7,0,-34,37,69,137,1303.3,4394.1
7,1,-65,47,129,258,1898.5,4133
8,1,-64,45,128,256,1888.2,4136.8
9,1,-64,43,129,257,1885.5,4137.2
10,1,-63,47,127,254,1888.2,4136
11,1,-64,43,129,257,1885.5,4137.2
12,0,-35,31,71,141,1287,4401.3
12,1,-64,45,128,256,1888.2,4136.8
13,0,-34,34,69,138,1287,4401.3
13,1,-61,48,122,244,1863.8,4147.6
14,1,-64,45,128,256,1888.2,4136.8
15,0,-34,35,69,138,1295.2,4397.7
15,1,-63,46,126,252,1880.2,4140.3
16,0,-34,39,69,137,1319.3,4387.1
16,1,-63,48,127,253,1888.2,4136
17,0,-35,38,70,140,1334.8,4381.6
18,0,-36,30,73,145,1311.3,4390.6
19,0,-35,39,69,138,1327.1,4386.4
20,0,-36,35,71,142,1327.1,4386.4
21,0,-35,32,71,142,1303.3,4394.1
22,0,-36,31,72,144,1311.3,4392
23,0,-35,34,71,141,1311.3,4390.6
24,0,-36,34,72,144,1334.8,4381.6
25,0,-36,33,72,143,1319.3,4388.5
26,0,-36,34,71,142,1319.3,4389.9
27,0,-36,32,72,144,1319.3,4388.5
28,0,-36,31,73,146,1327.1,4383.7
29,0,-35,38,70,140,1334.8,4381.6
30,0,-35,36,70,140,1319.3,4388.5
31,0,-35,32,70,139,1278.7,4406.4
32,0,-35,40,69,138,1334.8,4383
33,0,-35,33,71,142,1311.3,4390.6
34,0,-35,40,69,138,1334.8,4383
34,1,-65,48,130,260,1906.2,4128.9
35,0,-35,37,70,140,1327.1,4385
36,0,-35,37,69,139,1319.3,4389.9
37,0,-35,37,69,138,1311.3,4393.4
38,0,-35,36,70,140,1319.3,4388.5
39,0,-35,32,71,141,1295.2,4397.7
40,0,-35,32,71,142,1303.3,4394.1
41,0,-35,32,71,142,1303.3,4394.1
42,0,-36,35,71,142,1327.1,4386.4
43,0,-34,37,68,137,1303.3,4395.5
44,0,-34,36,69,137,1295.2,4397.7
45,0,-34,38,69,137,1311.3,4390.6
46,0,-34,40,68,137,1327.1,4385
46,1,-67,44,133,266,1911.1,4127.4
47,0,-36,34,71,142,1319.3,4389.9
48,0,-36,31,71,142,1295.2,4400.5
49,0,-34,38,69,138,1319.3,4387.1
50,0,-35,34,70,139,1295.2,4399.1
51,0,-35,38,71,142,1350.1,4373.5
52,0,-35,35,70,139,1303.3,4395.5
53,0,-35,32,71,142,1303.3,4394.1
54,0,-35,37,69,138,1311.3,4393.4
55,0,-35,32,71,142,1303.3,4394.1
56,0,-36,36,71,143,1342.5,4379.6
57,0,-35,37,70,139,1319.3,4388.5
58,0,-35,30,71,142,1287,4401.3
59,0,-36,31,72,144,1311.3,4392
60,0,-36,34,73,145,1342.5,4376.9
61,0,-35,32,71,142,1303.3,4394.1
62,0,-35,35,70,140,1311.3,4392
63,0,-35,30,70,140,1270.3,4410.1
64,0,-36,35,72,143,1334.8,4381.6
65,0,-34,39,69,137,1319.3,4387.1
66,0,-35,34,71,141,1311.3,4390.6
67,0,-34,40,69,138,1334.8,4380.2
68,0,-35,37,70,140,1327.1,4385
69,0,-35,35,71,141,1319.3,4387.1
70,0,-34,34,69,138,1287,4401.3
70,1,-61,56,123,246,1890.8,4134.9
71,0,-35,38,70,139,1327.1,4385
72,0,-35,38,70,140,1334.8,4381.6
73,0,-35,32,71,142,1303.3,4394.1
73,1,-61,56,123,246,1890.8,4134.9
74,0,-35,34,70,140,1303.3,4395.5
75,0,-36,31,72,144,1311.3,4392
76,0,-36,34,72,143,1327.1,4385
77,0,-35,34,71,141,1311.3,4390.6
78,0,-35,32,70,139,1278.7,4406.4
79,0,-35,36,70,140,1319.3,4388.5
80,0,-35,37,69,138,1311.3,4393.4
81,0,-35,37,69,138,1311.3,4393.4
82,0,-36,35,72,144,1342.5,4378.2
83,0,-35,34,71,141,1311.3,4390.6
84,0,-34,35,69,138,1295.2,4397.7
85,0,-35,32,70,140,1287,4402.8
86,0,-34,38,68,137,1311.3,4392
87,0,-36,31,72,144,1311.3,4392
88,0,-37,32,73,146,1334.8,4383
