 2,0,150,-32,86,172
 5,0,150,-32,86,172
 10,0,150,-32,86,172
 68,1,154,14,66,132
 69,1,154,14,66,132
 77,1,139,-32,86,172
 78,1,154,14,66,132
 81,1,154,14,66,132
 146,2,30,60,69,138
 148,2,33,63,66,132
 149,2,33,63,66,132
 150,2,33,58,73,145
 151,2,35,60,70,140
 152,2,34,57,74,148
 153,2,34,57,76,152
 154,2,34,56,77,153
 155,2,37,57,74,148
 156,2,35,54,79,157
 157,2,37,54,76,153
 158,2,37,53,80,159
 159,2,39,53,79,157
 160,2,39,52,80,159
 161,2,40,52,78,156
 162,2,40,51,80,159
 163,2,43,52,79,157
 164,2,44,53,79,158
 165,2,44,51,80,160
 166,2,45,52,80,160
 167,2,45,51,82,164
 168,2,45,50,83,166
 169,2,46,51,82,163
 170,2,49,51,81,161
 171,2,49,48,81,163
 172,2,51,49,81,161
 173,2,53,51,78,155
 174,2,54,50,79,157
 175,2,55,51,78,155
 176,2,57,49,77,154
 177,2,58,52,74,148
 178,2,56,49,78,156
 179,2,56,49,78,156
 180,2,58,54,76,152
 181,2,58,54,76,151
 182,2,58,53,76,152
 182,3,150,-32,86,172
 183,2,58,49,78,156
 184,2,61,51,76,152
 185,2,64,50,73,145
 186,2,63,51,73,145
 187,2,61,49,75,151
 188,2,45,-14,109,219
 189,2,45,-14,109,219
 190,2,63,49,75,149
 191,2,59,36,81,162
 192,2,60,38,80,160
 192,3,150,-32,86,172
 193,2,59,38,81,162
 194,2,63,42,77,153
 195,2,62,38,79,157
 196,2,64,50,75,149
 196,3,150,-32,86,172
 197,2,62,40,79,157
 198,2,64,48,76,152
 199,2,63,42,77,155
 200,2,64,44,78,155
 201,2,64,42,78,155
 202,2,65,43,78,155
 203,2,63,36,80,159
 204,2,66,43,75,150
 205,2,67,47,74,148
 206,2,66,42,76,151
 207,2,64,39,79,157
 208,2,64,42,78,155
 209,2,65,45,75,149
 210,2,64,42,76,152
 211,2,64,43,76,151
 212,2,61,34,80,160
 213,2,61,33,78,157
 214,2,62,34,77,155
 215,2,62,34,78,155
 216,2,62,32,78,156
 217,2,61,29,80,161
 218,2,65,41,72,145
 218,3,150,-32,86,172
 219,2,65,41,73,145
 220,2,64,36,75,150
 221,2,67,46,70,139
 221,3,150,-32,86,172
 222,2,67,46,70,139
 223,2,66,43,71,141
 224,2,67,46,70,139
 225,2,67,46,70,139
 225,3,150,-32,86,172
 226,2,67,45,71,141
 227,2,67,46,70,139
 228,2,67,44,70,140
 229,2,67,44,70,139
 230,2,67,44,70,139
 231,2,67,43,70,139
 232,2,67,43,70,139
 233,2,66,42,70,140
 234,2,66,43,70,140
 235,2,67,43,70,139
 236,2,67,44,70,139
 237,2,67,43,70,139
 237,4,119,-5,65,130
 238,2,66,42,70,140
 239,2,67,43,70,139
 240,2,67,43,70,139
 241,2,66,43,69,138
 242,2,67,43,67,134
 243,2,66,42,69,138
 244,2,67,42,69,138
 244,4,119,-11,65,130
 245,2,66,42,68,137
 246,2,67,41,70,139
 247,2,67,42,70,139
 248,2,68,41,68,136
 249,2,68,41,68,136
 249,4,116,-13,69,138
 250,2,66,42,71,142
 250,4,115,-18,70,139
 251,2,67,41,70,139
 252,2,68,41,68,136
 253,2,69,42,68,136
 253,4,110,-21,72,144
 253,5,150,-32,86,172
 254,2,69,41,68,136
 255,2,69,41,68,136
 256,2,69,39,67,133
 256,5,150,-32,86,172
 257,2,68,38,68,136
 258,2,69,38,68,135
 259,2,69,37,67,134
 260,2,69,39,67,133
 261,2,69,37,67,134
 262,2,68,39,66,133
 263,2,66,41,69,138
 264,2,67,37,69,138
 265,2,66,39,69,138
 266,2,66,38,68,136
 267,2,66,38,68,136
 268,2,66,38,68,136
 269,2,66,38,68,136
 270,2,67,37,67,134
 271,2,67,37,67,134
 272,2,67,37,67,134
 273,2,67,37,67,134
 274,2,66,38,68,136
 275,2,66,38,68,136
 276,2,67,37,67,134
 277,2,66,38,68,136
 278,2,68,38,68,136
 278,5,146,-32,86,172
 279,2,68,37,68,135
 280,2,68,37,68,135
 281,2,67,35,70,141
 282,2,68,36,70,139
 283,2,68,36,70,139
 284,2,69,37,68,136
 285,2,67,36,70,140
 286,2,69,36,68,136
 287,2,68,36,68,136
 288,2,69,36,68,136
 288,5,146,-34,90,180
 289,2,68,36,68,137
 289,5,146,-34,90,180
 290,2,69,36,68,136
 291,2,69,36,68,136
 292,2,69,36,68,136
 293,2,69,36,68,136
 294,2,68,36,68,137
 295,2,68,36,68,137
 296,2,68,36,68,137
 297,2,69,36,68,136
 298,2,67,33,71,142
 299,2,70,35,66,133
 300,2,70,35,66,133
 301,2,70,35,66,133
 302,2,70,35,66,133
 303,2,69,34,68,136
 304,2,70,35,66,133
 305,2,70,35,66,133
 306,2,70,35,66,133
 307,2,70,35,66,133
 308,2,71,34,68,137
 309,2,72,35,67,133
 310,2,70,34,68,136
 311,2,70,34,68,136
 313,2,72,34,67,134
 314,2,72,33,66,132
 315,2,72,33,66,132
 318,2,70,35,66,133
 319,2,72,35,67,133
 322,2,68,31,68,137
 323,2,68,31,68,137
 324,2,68,31,68,137
 325,2,69,30,69,138
 326,2,69,30,69,138
 327,2,69,26,69,138
 328,2,69,22,71,141
 329,2,68,31,68,137
 330,2,69,30,69,138
 332,2,71,31,68,137
 333,2,72,20,70,140
 334,2,72,20,70,140
 335,2,71,26,69,138
 336,2,73,31,67,134
 339,2,70,17,71,142
 340,2,70,17,71,142
 342,2,72,15,70,140
 344,2,72,15,70,140
 345,2,72,25,66,132
 346,2,72,19,68,136
 347,2,72,25,66,132
 350,2,71,15,70,139
 353,2,72,18,68,134
 354,2,71,15,70,139
 355,2,72,27,66,132
 356,2,72,18,68,134
 357,2,72,16,67,133
 362,6,146,-32,86,172
 363,2,72,27,66,132
 364,2,72,27,66,132
 365,2,72,14,68,134
 366,2,72,16,64,128
 367,2,72,15,67,133
 368,2,72,18,67,133
 369,2,72,18,67,133
 372,2,72,27,66,132
 373,2,72,16,66,131
 374,2,71,13,67,134
 374,6,148,-33,88,176
 375,2,71,13,67,134
 375,6,148,-33,88,176
 376,2,71,15,66,132
 376,6,146,-34,90,180
 377,2,70,12,67,134
 379,2,71,10,66,132
 380,2,71,10,66,132
 381,2,70,15,65,130
 382,2,70,10,66,133
 383,2,72,11,66,132
 384,2,72,12,66,131
 385,2,72,12,66,131
 386,2,72,11,66,132
 387,2,72,16,64,128
 389,2,72,12,66,131
 390,2,72,12,66,131
 390,6,148,-33,88,176
 391,2,72,11,66,132
 392,2,73,8,66,133
 393,2,72,12,66,131
 396,6,146,-34,90,180
 398,2,72,13,66,132
 402,6,144,-33,89,177
 405,2,72,13,64,128
 405,6,145,-33,88,176
 406,2,72,13,64,128
 407,2,72,13,64,128
 407,6,146,-32,86,172
 408,2,72,10,66,131
 409,2,72,10,66,131
 410,2,72,10,66,131
 411,2,73,0,67,134
 412,2,73,0,67,134
 412,6,146,-32,86,172
 413,2,72,-2,68,136
 416,2,73,0,67,134
 416,6,146,-32,86,172
 417,2,72,10,66,131
 417,6,146,-32,86,172
 418,2,72,13,64,128
 419,2,73,0,67,134
 419,6,148,-33,88,176
 420,2,73,5,65,130
 420,6,146,-34,90,180
 423,6,145,-33,88,176
 424,6,145,-33,88,176
 425,6,145,-33,88,176
 427,6,150,-32,86,172
 429,2,72,-2,68,136
 429,6,146,-34,90,180
 430,2,72,-2,68,136
 430,6,146,-34,90,180
 431,2,72,2,66,132
 432,2,72,2,66,132
 432,6,145,-33,88,175
 433,2,72,2,66,132
 433,6,146,-32,86,172
 435,2,72,2,66,132
 435,6,145,-33,88,176
 436,2,72,2,66,132
 436,6,144,-33,89,177
 437,6,144,-33,89,177
 438,2,70,-2,68,136
 438,6,145,-33,88,176
 439,6,145,-33,88,176
 440,6,145,-33,88,176
 441,6,145,-33,88,176
 442,6,146,-32,86,172
 446,6,144,-33,89,177
 448,6,146,-32,86,172
 453,6,146,-34,90,180
